id,message_id,campaign_id,message_type,client_id,channel,category,platform,email_provider,stream,date,sent_at,is_opened,opened_first_time_at,opened_last_time_at,is_clicked,clicked_first_time_at,clicked_last_time_at,is_unsubscribed,unsubscribed_at,is_hard_bounced,hard_bounced_at,is_soft_bounced,soft_bounced_at,is_complained,complained_at,is_blocked,blocked_at,is_purchased,purchased_at,created_at,updated_at
57777514,1515915625500863244-60a619386e627,143,bulk,1515915625500863244,email,,,yandex.ru,desktop,2021-05-20,2021-05-20 08:09:31,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:56:03.237115,2023-04-29 03:56:03.237686
58074725,1515915625490077679-60a763b834e9d,150,bulk,1515915625490077679,email,,,yandex.ru,desktop,2021-05-21,2021-05-21 07:39:37,t,2021-05-21 08:55:10,2021-06-01 06:35:47,t,2021-05-28 08:31:28,2021-06-01 06:35:47,f,,f,,f,,f,,f,,f,,2023-04-29 04:03:57.189242,2023-04-29 05:05:28.178837
59327098,1515915625490803861-60af97e5a3f23,231,bulk,1515915625490803861,mobile_push,,,,desktop,2021-05-27,2021-05-27 13:00:21,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:42:06.132595,2023-04-29 04:42:06.133563
53979011,1515915625490380034-608bb05ac485b,63,bulk,1515915625490380034,mobile_push,,,,desktop,2021-04-30,2021-04-30 07:23:07,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 02:17:36.398867,2023-04-29 02:17:36.400064
55452764,1515915625612731741-6093b85d1605c,79,bulk,1515915625612731741,mobile_push,,,,desktop,2021-05-06,2021-05-06 09:35:25,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 02:56:51.963128,2023-04-29 02:56:51.963811
3912630,cf43da12-b0b0-48a3-9548-8aab20e4b649,29,transactional,1515915625472555281,email,,,mail.ru,desktop,2021-05-22,2021-05-22 09:23:14,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 09:04:54.692261,2023-04-27 09:04:54.692821
57209854,1515915625639926554-609b8e9c70149,111,bulk,1515915625639926554,mobile_push,,,,desktop,2021-05-12,2021-05-12 08:15:24,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:40:19.632538,2023-04-29 03:40:19.63309
60951435,1515915625572915198-60c1cf71de449,366,bulk,1515915625572915198,email,,,yandex.ru,desktop,2021-06-10,2021-06-10 08:38:11,t,2021-06-10 08:39:00,2021-06-10 08:39:00,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 05:35:54.323335,2023-04-29 05:35:54.326923
54857964,1515915625627872232-608bc4a6f215a,64,bulk,1515915625627872232,mobile_push,,,,desktop,2021-04-30,2021-04-30 08:49:43,f,,,f,,,t,2021-04-30 08:49:43,f,,f,,f,,f,,f,,2023-04-29 02:40:23.656097,2023-04-29 02:40:23.65753
18878264,ae34dad7-676d-4166-ae92-0ae1de26bf3b,18012,trigger,1515915625503445738,email,,,inbox.ru,desktop,2021-05-17,2021-05-17 14:28:04,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 19:45:20.731442,2023-04-27 19:45:20.73205
56163166,1515915625600954937-609b86420bda0,110,bulk,1515915625600954937,mobile_push,,,,desktop,2021-05-12,2021-05-12 07:39:46,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:16:12.549551,2023-04-29 03:16:12.550315
57827131,1515915625503643001-60a61de91b95f,143,bulk,1515915625503643001,email,,,gmail.com,desktop,2021-05-20,2021-05-20 08:29:31,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:57:15.26707,2023-04-29 03:57:15.26771
58363324,1515915625487145844-60a75c10c7c7b,150,bulk,1515915625487145844,email,,,mail.ru,desktop,2021-05-21,2021-05-21 07:06:57,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:11:59.06693,2023-04-29 04:11:59.067558
4115974,ca19d7a0-2d5d-4f89-932c-1b32676f7361,28,transactional,1515915625491119353,email,,,gmail.com,desktop,2021-06-02,2021-06-02 15:39:15,t,2021-06-03 08:10:35,2021-06-03 08:10:35,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 09:10:00.694604,2023-04-27 09:11:13.099356
58130976,1515915625491233751-60a76520c22c6,150,bulk,1515915625491233751,email,,desktop,gmail.com,desktop,2021-05-21,2021-05-21 07:45:37,t,2021-06-30 02:29:36,2021-06-30 02:29:36,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:05:30.024215,2023-04-29 06:43:40.330296
58564053,1515915625487529657-60a76b5e05064,150,bulk,1515915625487529657,email,,,bk.ru,desktop,2021-05-21,2021-05-21 08:12:14,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:17:33.577664,2023-04-29 04:17:33.578254
56963754,1515915625608667344-609b8c38cba81,111,bulk,1515915625608667344,mobile_push,,,,desktop,2021-05-12,2021-05-12 08:05:13,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:34:30.070757,2023-04-29 03:34:30.071383
56996746,1515915625608926400-609b8c3c9b544,111,bulk,1515915625608926400,mobile_push,,,,desktop,2021-05-12,2021-05-12 08:05:16,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:35:15.890098,2023-04-29 03:35:15.890675
58380957,1515915625490533462-60a75c9447e02,150,bulk,1515915625490533462,email,,,mail.ru,desktop,2021-05-21,2021-05-21 07:09:08,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:12:28.129382,2023-04-29 04:12:28.130002
59686994,1515915625489859711-60af53a708654,230,bulk,1515915625489859711,email,,,mail.ru,desktop,2021-05-27,2021-05-27 08:09:39,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:50:32.194069,2023-04-29 04:50:32.194686
19089392,bb514762-f66d-434a-89a9-bc2f675aa0f8,19017,trigger,1515915625491737437,email,,,mail.ru,desktop,2021-05-21,2021-05-21 14:00:38,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 19:51:33.346512,2023-04-27 19:51:33.347122
59556507,1515915625489405699-60af68854f9e5,230,bulk,1515915625489405699,email,,,mail.ru,desktop,2021-05-27,2021-05-27 09:38:21,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:47:27.17339,2023-04-29 04:47:27.17394
56430070,1515915625595466341-609b8b1d12b9b,111,bulk,1515915625595466341,mobile_push,,,,desktop,2021-05-12,2021-05-12 08:00:29,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:22:30.795269,2023-04-29 03:22:30.795842
55544579,1515915625548638295-6093b5672fc63,79,bulk,1515915625548638295,mobile_push,,,,desktop,2021-05-06,2021-05-06 09:22:47,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 02:59:14.413061,2023-04-29 02:59:14.413662
55662000,1515915625567125721-6093b698aa54e,79,bulk,1515915625567125721,mobile_push,,,,desktop,2021-05-06,2021-05-06 09:27:52,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:02:12.37082,2023-04-29 03:02:12.371336
59451113,1515915625559269714-60af97f326425,231,bulk,1515915625559269714,mobile_push,,,,desktop,2021-05-27,2021-05-27 13:00:35,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:45:02.511682,2023-04-29 04:45:02.512477
58972151,1515915625489476949-60ab5cac1e5a9,152,bulk,1515915625489476949,email,,,mail.ru,desktop,2021-05-24,2021-05-24 07:58:37,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:31:45.543924,2023-04-29 04:31:45.544555
58296318,1515915625503576172-60a7798c8c3d3,150,bulk,1515915625503576172,email,,,mail.ru,desktop,2021-05-21,2021-05-21 09:12:45,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:10:08.987713,2023-04-29 04:10:08.988532
18292255,d35b48a5-69d7-4771-919f-466eb623f92f,18012,trigger,1515915625491009608,email,,,gmail.com,desktop,2021-05-05,2021-05-05 18:27:34,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 19:12:54.699662,2023-04-27 19:12:54.700213
4299684,f176c5c1-f56d-43c5-b572-2ca45c02e33f,27,transactional,1515915625563701330,email,,,mail.ru,desktop,2021-06-13,2021-06-13 12:50:30,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 09:14:31.134534,2023-04-27 09:14:31.135407
56519917,1515915625618255120-609b8cdd38182,111,bulk,1515915625618255120,mobile_push,,,,desktop,2021-05-12,2021-05-12 08:07:57,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:24:30.368764,2023-04-29 03:24:30.369524
19374568,03d486fc-e739-4085-bac6-70fc5a77a683,18212,trigger,1515915625542295945,email,,,mail.ru,desktop,2021-05-27,2021-05-27 09:18:20,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 20:13:49.815712,2023-04-27 20:13:49.816266
18618596,d84decd6-d375-4562-ac3f-b66562023def,18016,trigger,1515915625579732932,email,,,mail.ru,desktop,2021-05-12,2021-05-12 06:14:14,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 19:32:02.352204,2023-04-27 19:32:02.352925
60738308,1515915625567291897-60bde52c1bd40,297,bulk,1515915625567291897,email,,desktop,mail.ru,desktop,2021-06-07,2021-06-07 09:21:48,t,2021-06-08 05:53:36,2021-06-08 05:53:36,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 05:23:07.931649,2023-04-29 05:23:59.428663
59351708,1515915625490586420-60af6c89efa8e,230,bulk,1515915625490586420,email,,,mail.ru,desktop,2021-05-27,2021-05-27 09:55:22,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:42:40.38583,2023-04-29 04:42:40.386292
19375201,c60da787-26d6-4b58-87a4-1f83a34f44ef,18012,trigger,1515915625549313407,email,,,mail.ru,desktop,2021-05-27,2021-05-27 11:45:11,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 20:13:50.717294,2023-04-27 20:13:50.717915
54890334,1515915625599255963-608bbe24eab3c,64,bulk,1515915625599255963,mobile_push,,,,desktop,2021-04-30,2021-04-30 08:21:57,f,,,f,,,t,2021-04-30 08:21:57,f,,f,,f,,f,,f,,2023-04-29 02:41:17.657,2023-04-29 02:41:17.658425
18304101,f8034a85-b9fb-4774-977d-0efd9244890c,18010,trigger,1515915625555308608,email,,,yandex.ru,desktop,2021-05-05,2021-05-05 16:30:08,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 19:13:12.220514,2023-04-27 19:13:12.22125
58510427,1515915625487464577-60a76741546ae,150,bulk,1515915625487464577,email,,desktop,mail.ru,desktop,2021-05-21,2021-05-21 07:54:43,t,2021-05-21 09:41:55,2021-05-21 09:43:43,t,2021-05-21 09:43:43,2021-05-21 09:43:43,f,,f,,f,,f,,f,,f,,2023-04-29 04:16:03.552615,2023-04-29 04:16:03.555453
60369109,1515915625489449496-60b8a4932d56d,296,bulk,1515915625489449496,email,,,gmail.com,desktop,2021-06-03,2021-06-03 09:45:05,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 05:10:30.403434,2023-04-29 05:10:30.403931
55737307,1515915625569522556-6093b6caaa4c0,79,bulk,1515915625569522556,mobile_push,,,,desktop,2021-05-06,2021-05-06 09:28:43,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:04:06.00954,2023-04-29 03:04:06.010139
58043486,1515915625491087320-60a767a2699b2,150,bulk,1515915625491087320,email,,,mail.ru,desktop,2021-05-21,2021-05-21 07:56:18,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:03:06.464141,2023-04-29 04:03:06.46477
19147672,056d85a4-3a30-4535-96e4-98f5480e8a34,18012,trigger,1515915625559609751,email,,,yandex.ru,desktop,2021-05-22,2021-05-22 14:30:42,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 19:53:28.69578,2023-04-27 19:53:28.6971
56603452,1515915625491802710-609b87c7a548a,111,bulk,1515915625491802710,mobile_push,,,,desktop,2021-05-12,2021-05-12 07:46:15,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:26:24.971292,2023-04-29 03:26:24.972024
18296870,e3b39250-67c9-4a27-abee-b8cb6b530a9f,18012,trigger,1515915625500231488,email,,,icloud.com,desktop,2021-05-05,2021-05-05 11:34:35,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 19:13:01.459463,2023-04-27 19:13:01.460201
60032731,1515915625588130186-60b0e989a83a9,257,bulk,1515915625588130186,mobile_push,,,,desktop,2021-05-28,2021-05-28 13:00:57,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:59:16.436902,2023-04-29 04:59:16.437297
59767515,1515915625496095158-60af69a6ce94b,230,bulk,1515915625496095158,email,,,mail.ru,desktop,2021-05-27,2021-05-27 09:43:03,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:52:20.201817,2023-04-29 04:52:20.20241
3939559,fa1716eb-7add-4fbd-b29e-d4c047c3596b,29,transactional,1515915625480858653,email,,,gmail.com,desktop,2021-05-23,2021-05-23 10:29:47,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 09:05:34.718353,2023-04-27 09:05:34.718919
56668523,1515915625570994428-609b8a1bf185d,111,bulk,1515915625570994428,mobile_push,,,,desktop,2021-05-12,2021-05-12 07:56:12,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:27:51.996464,2023-04-29 03:27:51.997103
60726443,1515915625558288501-60bde1d0c65d2,297,bulk,1515915625558288501,email,,desktop,gmail.com,desktop,2021-06-07,2021-06-07 09:07:33,t,2021-06-07 09:07:56,2021-06-07 09:07:56,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 05:22:40.207383,2023-04-29 05:22:40.209228
60881676,1515915625559205599-60c20cdd0e77e,372,bulk,1515915625559205599,mobile_push,,,,desktop,2021-06-10,2021-06-10 13:00:13,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 05:32:04.217421,2023-04-29 05:32:04.218335
59387312,1515915625487415992-60af6eba611cd,230,bulk,1515915625487415992,email,,,mail.ru,desktop,2021-05-27,2021-05-27 10:04:56,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:43:31.527898,2023-04-29 04:43:31.528493
55868902,1515915625601770289-6093b80eee30b,79,bulk,1515915625601770289,mobile_push,,,,desktop,2021-05-06,2021-05-06 09:34:07,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:07:22.488507,2023-04-29 03:07:22.489088
56998548,1515915625609125189-609b8c41a755b,111,bulk,1515915625609125189,mobile_push,,,,desktop,2021-05-12,2021-05-12 08:05:21,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:35:18.279464,2023-04-29 03:35:18.280066
58252439,1515915625489355772-60a75a8f3b293,150,bulk,1515915625489355772,email,,,mail.ru,desktop,2021-05-21,2021-05-21 07:00:32,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:08:56.43918,2023-04-29 04:08:56.43975
58972839,1515915625489502707-60ab5c5b60147,152,bulk,1515915625489502707,email,,,mail.ru,desktop,2021-05-24,2021-05-24 07:57:21,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:31:46.733808,2023-04-29 04:31:46.73459
56088992,1515915625634660512-60952a78c023c,89,bulk,1515915625634660512,mobile_push,,,,desktop,2021-05-07,2021-05-07 11:54:32,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:13:33.839269,2023-04-29 03:13:33.839817
57505042,1515915625608148946-60a4be61ea53d,139,bulk,1515915625608148946,mobile_push,,,,desktop,2021-05-19,2021-05-19 07:29:38,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:48:37.472826,2023-04-29 03:48:37.473471
54581192,1515915625594828863-608bbd716b9c0,64,bulk,1515915625594828863,mobile_push,,,,desktop,2021-04-30,2021-04-30 08:18:57,f,,,f,,,t,2021-04-30 08:18:57,f,,f,,f,,f,,f,,2023-04-29 02:33:10.908177,2023-04-29 02:33:10.909395
54689914,1515915625625079136-608bc3b1f2e1d,64,bulk,1515915625625079136,mobile_push,,,,desktop,2021-04-30,2021-04-30 08:45:38,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 02:35:58.320347,2023-04-29 02:35:58.321159
57579724,1515915625595826236-60a65d6fc29b5,149,bulk,1515915625595826236,mobile_push,,,,desktop,2021-05-20,2021-05-20 13:00:31,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:51:05.196431,2023-04-29 03:51:05.197317
59705126,1515915625489893023-60af758545850,230,bulk,1515915625489893023,email,,,mail.ru,desktop,2021-05-27,2021-05-27 10:33:46,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:50:57.629178,2023-04-29 04:50:57.629761
60717871,1515915625535496369-60bde117b40ce,297,bulk,1515915625535496369,email,,,gmail.com,desktop,2021-06-07,2021-06-07 09:04:23,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 05:22:24.687936,2023-04-29 05:22:24.68834
56092743,1515915625468241216-609b85fce051c,110,bulk,1515915625468241216,mobile_push,,,,desktop,2021-05-12,2021-05-12 07:38:37,t,2021-05-12 07:38:42,2021-05-12 07:38:42,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:13:56.937342,2023-04-29 03:13:56.939125
54762595,1515915625626091244-608bc3dd01d1f,64,bulk,1515915625626091244,mobile_push,,,,desktop,2021-04-30,2021-04-30 08:46:21,f,,,f,,,t,2021-04-30 08:46:21,f,,f,,f,,f,,f,,2023-04-29 02:37:51.502422,2023-04-29 02:37:51.503744
55688259,1515915625567769915-6093b6a11bb08,79,bulk,1515915625567769915,mobile_push,,,,desktop,2021-05-06,2021-05-06 09:28:01,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:02:51.518639,2023-04-29 03:02:51.519204
19115570,cc5ee754-3427-427d-8bfb-3c09e3dd6354,18011,trigger,1515915625470786510,email,,,mail.ru,desktop,2021-05-22,2021-05-22 16:36:01,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 19:52:12.659963,2023-04-27 19:52:12.660685
56796951,1515915625539229095-609b8807eb8c4,111,bulk,1515915625539229095,mobile_push,,,,desktop,2021-05-12,2021-05-12 07:47:20,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:30:45.815755,2023-04-29 03:30:45.816316
56210744,1515915625561074529-609b896b8e5d6,111,bulk,1515915625561074529,mobile_push,,,,desktop,2021-05-12,2021-05-12 07:53:15,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:17:20.531924,2023-04-29 03:17:20.532604
19810449,939e8b4a-031d-41e3-986b-886d4231012c,18012,trigger,1515915625552196081,email,,,gmail.com,desktop,2021-06-06,2021-06-06 18:26:26,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 20:25:58.365179,2023-04-27 20:25:58.368345
59698484,1515915625488222085-60af681c0ecff,230,bulk,1515915625488222085,email,,,mail.ru,desktop,2021-05-27,2021-05-27 09:36:28,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:50:48.163608,2023-04-29 04:50:48.164584
56350408,1515915625548397930-609b889b3042b,111,bulk,1515915625548397930,mobile_push,,,,desktop,2021-05-12,2021-05-12 07:49:47,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:20:40.206453,2023-04-29 03:20:40.207085
4212135,fcf5dc84-0f48-46ed-b632-29e368effa5a,32,transactional,1515915625500573467,email,,,mail.ru,desktop,2021-06-06,2021-06-06 08:01:39,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 09:12:19.341016,2023-04-27 09:12:19.341571
19916853,3d80de94-4c9f-4b69-98ba-dff0116f62f0,18212,trigger,1515915625589210358,email,,,mail.ru,desktop,2021-06-07,2021-06-07 13:05:39,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 20:29:39.666437,2023-04-27 20:29:39.667023
18689259,784c1a40-9c77-4c23-91e5-d762055309c4,18011,trigger,1515915625473845778,email,,,yandex.ru,desktop,2021-05-14,2021-05-14 07:01:55,t,2021-05-14 08:02:38,2021-05-14 08:02:38,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 19:34:00.419991,2023-04-27 19:34:00.426598
58984595,1515915625489923508-60ab659e3ba9c,152,bulk,1515915625489923508,email,,,bk.ru,desktop,2021-05-24,2021-05-24 08:36:46,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:32:04.820055,2023-04-29 04:32:04.820608
56366128,1515915625564689885-609b89b1e2654,111,bulk,1515915625564689885,mobile_push,,,,desktop,2021-05-12,2021-05-12 07:54:26,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:21:01.408126,2023-04-29 03:21:01.408693
58678898,1515915625500885796-60a76f9de703a,150,bulk,1515915625500885796,email,,,yandex.ru,desktop,2021-05-21,2021-05-21 08:30:32,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:20:41.141594,2023-04-29 04:20:41.142199
58990311,1515915625490139895-60ab5b85c8ba3,152,bulk,1515915625490139895,email,,,gmail.com,desktop,2021-05-24,2021-05-24 07:54:06,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 04:32:13.985021,2023-04-29 04:32:13.985807
56359138,1515915625563989655-609b89a252407,111,bulk,1515915625563989655,mobile_push,,,,desktop,2021-05-12,2021-05-12 07:54:11,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:20:51.957878,2023-04-29 03:20:51.958538
18233926,ea1f8bce-5b89-43c9-bc03-59d23a0f7fd2,18212,trigger,1515915625489120245,email,,smartphone,yandex.ru,desktop,2021-05-04,2021-05-04 16:05:23,t,2021-05-04 17:01:55,2021-05-04 17:01:55,t,2021-05-05 17:47:56,2021-05-05 17:47:56,f,,f,,f,,f,,f,,f,,2023-04-27 19:11:29.942944,2023-04-27 19:12:44.930432
60949113,1515915625543923244-60c1d4d95f08c,366,bulk,1515915625543923244,email,,,yandex.ru,desktop,2021-06-10,2021-06-10 09:01:42,t,2021-06-10 09:14:08,2021-06-10 09:14:08,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 05:35:40.972462,2023-04-29 05:35:40.977647
55869245,1515915625571246969-6093b717d99a7,79,bulk,1515915625571246969,mobile_push,,,,desktop,2021-05-06,2021-05-06 09:30:00,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:07:22.982518,2023-04-29 03:07:22.983175
57122504,1515915625633270837-609b8e0825dc9,111,bulk,1515915625633270837,mobile_push,,,,desktop,2021-05-12,2021-05-12 08:12:56,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:38:11.686855,2023-04-29 03:38:11.687413
56394504,1515915625594952543-609b8b146b8f3,111,bulk,1515915625594952543,mobile_push,,,,desktop,2021-05-12,2021-05-12 08:00:20,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:21:41.930502,2023-04-29 03:21:41.931369
60472886,1515915625500975622-60b8c8ce7f31c,296,bulk,1515915625500975622,email,,,mail.ru,desktop,2021-06-03,2021-06-03 12:19:26,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 05:12:54.117969,2023-04-29 05:12:54.118534
60948404,1515915625525771088-60c1df34463f8,366,bulk,1515915625525771088,email,,,private,desktop,2021-06-10,2021-06-10 09:45:24,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 05:35:37.206678,2023-04-29 05:35:37.208902
20078502,615b9482-fa97-4235-8324-1c843db3eb7f,18223,trigger,1515915625468090834,email,,,mail.ru,desktop,2021-06-12,2021-06-12 20:35:05,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-27 20:33:38.066637,2023-04-27 20:33:38.067191
57313075,1515915625489823980-60a4c19f3c056,136,bulk,1515915625489823980,email,,,list.ru,desktop,2021-05-19,2021-05-19 07:43:33,f,,,f,,,f,,f,,f,,f,,f,,f,,2023-04-29 03:43:05.04061,2023-04-29 03:43:05.041153
